iter	RMSE
288	0.04430690574
289	0.04421789707
290	0.04419080618
291	0.04414556445
292	0.04410717664
293	0.04407945686
294	0.0440398562
295	0.0440027909
296	0.04396530208
297	0.04393114303
298	0.04387553316
299	0.0438368346
300	0.04379563461
301	0.0437647081
302	0.04374330815
303	0.04370828711
304	0.04366158108
305	0.04362690356
306	0.04357538025
307	0.04354784972
308	0.04351023714
309	0.04348910321
310	0.04345944516
311	0.04342563109
312	0.04339272636
313	0.04337578771
314	0.04332916385
315	0.04324245095
316	0.04320745483
317	0.04316734457
318	0.04311528109
319	0.04307398113
320	0.04303353362
321	0.04300545893
322	0.04292958191
323	0.04289066669
324	0.04283817845
325	0.04279851684
326	0.04277495668
327	0.04275806076
328	0.04271274616
329	0.04266467295
330	0.04263025051
331	0.04258128612
332	0.04253170038
333	0.04250239472
334	0.04247717109
335	0.04245414045
336	0.04241133065
337	0.04239296248
338	0.04234208245
339	0.04231000585
340	0.04225774356
341	0.04221708731
342	0.04219025214
343	0.04216593776
344	0.04213652727
345	0.04210874089
346	0.04208401614
347	0.04205188496
348	0.04202956234
349	0.04198833993
350	0.04194691635
351	0.04189808926
352	0.04183206391
353	0.04180642409
354	0.04178916405
355	0.04174808255
356	0.0416894305
357	0.04167106595
358	0.04164736441
359	0.04159429477
360	0.04158209123
361	0.04156295967
362	0.04152872301
363	0.04149516876
364	0.04148383014
365	0.04146022185
366	0.04144120108
367	0.04136914279
368	0.04132204633
369	0.04129647464
370	0.04125557884
371	0.04122433949
372	0.04118607042
373	0.04114188698
374	0.04112195428
375	0.0411051019
376	0.04107495393
377	0.04105122806
378	0.04102626515
379	0.04099954412
380	0.04098084006
381	0.04096382566
382	0.0409370798
383	0.04091785338
384	0.04089708129
385	0.04087744609
386	0.04084958172
387	0.04082879159
388	0.0407866259
389	0.04076374382
390	0.04071399851
391	0.04068757485
392	0.04064372266
393	0.0406001555
394	0.04058987965
395	0.04057561726
396	0.0405634933
397	0.04053042949
398	0.0405136042
399	0.04048856836
400	0.04046194078
401	0.04043487347
402	0.0403958657
403	0.04037562628
404	0.04036437217
405	0.04034759882
406	0.04032809651
407	0.04030431995
408	0.04029102873
409	0.04025326899
410	0.04024289041
411	0.04022862801
412	0.0402085983
413	0.04017225652
414	0.0401529693
415	0.04010040636
416	0.04007652322
417	0.04005628963
418	0.03999101547
419	0.03995291404
420	0.03992946249
421	0.03991515251
422	0.03990201038
423	0.03989151001
424	0.03986325059
425	0.03984617095
426	0.03982748625
427	0.03981173978
428	0.03978222234
429	0.03975509978
430	0.03973526842
431	0.03969199393
432	0.0396761739
433	0.03964686978
434	0.0396353266
435	0.03961615466
436	0.03959863356
437	0.03957800754
438	0.03954250579
439	0.03952441346
440	0.03949800335
441	0.03947073442
442	0.03944366844
443	0.03943302464
444	0.03942715875
445	0.03939480265
446	0.03936977153
447	0.03934502938
448	0.0393245709
449	0.03929398579
450	0.03927992097
451	0.03926234889
452	0.03925180453
453	0.03923898059
454	0.03921146807
455	0.03919981183
456	0.03917231866
457	0.03915533571
458	0.03912919136
459	0.03909962741
460	0.039071882
461	0.03901426941
462	0.03899266658
463	0.03897657392
464	0.03896224711
465	0.03893125144
466	0.0389142788
467	0.03888947206
468	0.03886159545
469	0.0388477203
470	0.03882611654
471	0.03882091326
472	0.03880408318
473	0.03878803772
474	0.03875728441
475	0.03875023487
476	0.03872742395
477	0.03871118122
478	0.03870587745
479	0.03869035693
480	0.03867324771
481	0.03866661984
482	0.03864335774
483	0.03863400217
484	0.03861556406
485	0.03859789182
486	0.03856752346
487	0.03854248591
488	0.03852985463
489	0.03849987505
490	0.03847907869
491	0.03846439703
492	0.0384114358
493	0.03839700443
494	0.03837829531
495	0.03834485167
496	0.03833021385
497	0.03830326113
498	0.03828597358
499	0.03827656623
500	0.03825920087
501	0.03823764668
502	0.03822784358
503	0.03821853636
504	0.03820516747
505	0.03818476933
506	0.03817127542
507	0.03815408583
508	0.03812368044
509	0.03811421334
510	0.03809922229
511	0.03808053407
512	0.03805906319
513	0.03804978963
514	0.03804121751
515	0.03802317403
516	0.0380028094
517	0.03799244888
518	0.03798440025
519	0.03796530152
520	0.03795549267
521	0.03792937072
522	0.03791410982
523	0.03789539589
524	0.03788103824
525	0.0378716718
526	0.03786632885
527	0.0378538251
528	0.0378359974
529	0.03781748524
530	0.0377961421
531	0.0377805817
532	0.03776789437
533	0.03775125342
534	0.03774753431
535	0.03772647928
536	0.03771016722
537	0.03769525333
538	0.03768050092
539	0.03766390393
540	0.03764987827
541	0.03763531513
542	0.03762901308
543	0.03761548252
544	0.03759298683
545	0.03757714965
546	0.03756247821
547	0.03755174578
548	0.03754688838
549	0.03754084622
550	0.03752603706
551	0.03751397389
552	0.03749071384
553	0.03747081954
554	0.03744126922
555	0.03741622463
556	0.03740731576
557	0.03739471695
558	0.0373642446
559	0.03735331974
560	0.03730752335
561	0.03729764447
562	0.0372813972
563	0.03726979513
564	0.03725667125
565	0.03724265945
566	0.03720638587
567	0.03719306965
568	0.03718389342
569	0.03717553898
570	0.03716901313
571	0.03716130232
572	0.03714426852
573	0.03713283096
574	0.03711821835
575	0.03710681302
576	0.03709253273
577	0.03708538703
578	0.03706744705
579	0.03705695694
580	0.0370499491
581	0.03703957452
582	0.03703645219
583	0.03702012592
584	0.03700448108
585	0.03698409442
586	0.03696189631
587	0.03694773483
588	0.0369249494
589	0.03691453729
590	0.03689815146
591	0.03687981364
592	0.03686976934
593	0.03685665646
594	0.03683220426
595	0.03681625869
596	0.03679712583
597	0.03679014084
598	0.03677978632
599	0.03677042573
600	0.0367610739
601	0.03675160756
602	0.03674293614
603	0.03673284947
604	0.03672442725
605	0.03671233293
606	0.036698347
607	0.03669327148
608	0.03667668936
609	0.03666160234
610	0.03665350814
611	0.03663581364
612	0.03662113441
613	0.03661279203
614	0.03660783662
615	0.03659855726
616	0.03657991685
617	0.03656202896
618	0.0365504114
619	0.03653356096
620	0.03652483998
621	0.03651035334
622	0.03650403965
623	0.03649951462
624	0.03648177663
625	0.03647455911
626	0.03646414214
627	0.03645133885
628	0.03644615533
629	0.0364427209
630	0.03643602464
631	0.03642601949
632	0.0364143957
633	0.03639987262
634	0.03639523272
635	0.03639154449
636	0.03637954855
637	0.03637171886
638	0.03636502944
639	0.0363548885
640	0.03634118127
641	0.03632896095
642	0.03631262307
643	0.03629874676
644	0.03629468433
645	0.03628470022
646	0.03627621432
647	0.03626956249
648	0.03626287876
649	0.03625185212
650	0.03624495561
651	0.03623828685
652	0.03621936443
653	0.0362044979
654	0.036186774
655	0.03617414379
656	0.03615979819
657	0.03614893037
658	0.03614263034
659	0.03612742868
660	0.03611895613
661	0.03611544595
662	0.03610221456
663	0.03609311903
664	0.0360866821
665	0.036079894
666	0.03607219256
667	0.03606238217
668	0.03605135288
669	0.03603956026
670	0.03601983694
671	0.0359965649
672	0.03598623924
673	0.03597134244
674	0.03596414699
675	0.03596109968
676	0.03595123601
677	0.03594654625
678	0.03593888509
679	0.03593147352
680	0.0359292446
681	0.03592318407
682	0.03591328331
683	0.03590549661
684	0.03590142689
685	0.03588532346
686	0.03587801664
687	0.03586470057
688	0.03585584703
689	0.03584426541
690	0.0358348248
691	0.03582425862
692	0.03581721842
693	0.03581279195
694	0.03580523487
695	0.03579391521
696	0.03578791692
697	0.03577432168
698	0.03576754554
699	0.03575224661
700	0.03574513998
701	0.03573319014
702	0.03572625116
703	0.0357211718
704	0.03570870043
705	0.03570431193
706	0.03568649776
707	0.03567298294
708	0.03566469347
709	0.0356562094
710	0.03564441542
711	0.03563629066
712	0.03563152385
713	0.03562500233
714	0.03559958992
715	0.03559047874
716	0.03557689956
717	0.03556822778
718	0.03556091643
719	0.03555479566
720	0.03554016677
721	0.03553486865
722	0.03552935155
723	0.03551498414
724	0.03550820128
725	0.03548984967
726	0.03548069378
727	0.03546111295
728	0.03544989674
729	0.03544533092
730	0.03544134395
731	0.03542550838
732	0.03541344623
733	0.03540014301
734	0.0353918953
735	0.03538385854
736	0.03537168424
737	0.03535219228
738	0.0353454874
739	0.03533580092
740	0.03532993692
741	0.0353242733
742	0.03531773549
743	0.03530983668
744	0.03530325428
745	0.03529303
746	0.03528408616
747	0.03527475661
748	0.03526717415
749	0.0352615003
750	0.03525284646
751	0.0352438914
752	0.03523506885
753	0.03522955132
754	0.03522281635
755	0.03521709128
756	0.0352117399
757	0.03520069175
758	0.03519721476
759	0.03518941331
760	0.03518163893
761	0.03517862266
762	0.03517336891
763	0.03516051733
764	0.03514872486
765	0.0351470843
766	0.0351442414
767	0.03514178485
768	0.03513079084
769	0.03512254404
770	0.03511780743
771	0.03511524831
772	0.03510833261
773	0.03509865969
774	0.03509337048
775	0.03508253265
776	0.035079829
777	0.03507535771
778	0.03506247346
779	0.03505580257
780	0.03504841016
781	0.03504144702
782	0.03503485733
783	0.03502539599
784	0.0350194264
785	0.03501147583
786	0.03500587902
787	0.03500270582
788	0.03499586966
789	0.03499010427
790	0.03498868708
791	0.03498277487
792	0.03497316213
793	0.03496059352
794	0.03494622832
795	0.03493744289
796	0.03493266062
797	0.03492757506
798	0.03492147571
799	0.03491579235
800	0.03491356211
801	0.03491242444
802	0.03490916195
803	0.03490537716
804	0.03489990063
805	0.03489597948
806	0.03489079656
807	0.03488572119
808	0.03487820502
809	0.03487324028
810	0.03486702327
811	0.03486247617
812	0.03485709097
813	0.03485394491
814	0.03485071042
815	0.03484459992
816	0.03483800078
817	0.03483274476
818	0.0348267806
819	0.034825129
820	0.03482120965
821	0.03481665992
822	0.03481189422
823	0.03480649554
824	0.03480084835
825	0.03479508683
826	0.03479262768
827	0.03478542513
828	0.03477493492
829	0.03477119559
830	0.0347660902
831	0.03476010443
832	0.03475314874
833	0.03474640412
834	0.03473953684
835	0.034736531
836	0.03472843441
837	0.0347229862
838	0.03471958153
839	0.03471204426
840	0.03470058064
841	0.0346971506
842	0.03468971452
843	0.03468507498
844	0.03468091746
845	0.03467644471
846	0.03467175219
847	0.0346662419
848	0.03466150602
849	0.03465681147
850	0.03465252289
851	0.03464481776
852	0.0346410724
853	0.03463843071
854	0.03463441204
855	0.03462865937
856	0.03462553451
857	0.03462139266
858	0.03461763493
859	0.0346105343
860	0.03460558029
861	0.03459962846
862	0.03459377422
863	0.03459183362
864	0.03458804807
865	0.03458581508
866	0.03458199965
867	0.03457567377
868	0.03457168124
869	0.03456674138
870	0.03456556542
871	0.03456080319
872	0.03455715954
873	0.03455461447
874	0.03455193478
875	0.03454771514
876	0.03454351537
877	0.03454134467
878	0.03453591997
879	0.03453306432
880	0.03452561199
881	0.0345239164
882	0.03452019478
883	0.03451739766
884	0.03451313823
885	0.03451051641
886	0.03450739817
887	0.03450341092
888	0.03450040298
889	0.03449646633
890	0.0344898085
891	0.03448683098
892	0.03448341942
893	0.03448017744
894	0.03447775753
895	0.03447275124
896	0.0344698966
897	0.03445934824
898	0.03445443221
899	0.0344503931
900	0.03444296185
901	0.03443890983
902	0.03443639165
903	0.03443228201
904	0.03442877228
905	0.03442713908
906	0.03442088441
907	0.03441894677
908	0.03441296081
909	0.03440681422
910	0.03440364485
911	0.03440126235
912	0.03439761494
913	0.03439046768
914	0.03438862217
915	0.03438541758
916	0.03438427149
917	0.03438383957
918	0.03437113504
919	0.03436896794
920	0.03436579453
921	0.03436224836
922	0.03435996997
923	0.03435713365
924	0.03435150576
925	0.03434910525
926	0.0343453394
927	0.0343416067
928	0.03433369244
929	0.03432997106
930	0.03432198626
931	0.03431852735
932	0.03431575982
933	0.03431139946
934	0.03430916406
935	0.03430563583
936	0.03430060313
937	0.0342977007
938	0.03429323514
939	0.03429178618
940	0.03429121177
941	0.03428201538
942	0.03427789497
943	0.03427504426
944	0.03427298045
945	0.03427014557
946	0.03426404487
947	0.03425816834
948	0.03424948239
949	0.03424565148
950	0.03424302736
951	0.03424031892
952	0.03423667771
953	0.03423117054
954	0.03422811857
955	0.03422628574
956	0.03422283898
957	0.0342190564
958	0.03421484261
959	0.03421378831
960	0.03421105218
961	0.0342079421
962	0.03420570189
963	0.03419793115
964	0.03419522536
965	0.03418726561
966	0.03418571233
967	0.03418275339
968	0.03417726555
969	0.03417027114
970	0.03416714676
971	0.03416408132
972	0.03415754007
973	0.03415491014
974	0.03415375495
975	0.03415193052
976	0.03414763049
977	0.0341401456
978	0.03413507193
979	0.03413089305
980	0.03412808893
981	0.03412278288
982	0.03411903692
983	0.0341172056
984	0.03411464691
985	0.03411289337
986	0.03410678519
987	0.03410554435
988	0.03410239349
989	0.03409904273
990	0.03409769478
991	0.03409275921
992	0.03408881207
993	0.03408426003
994	0.03407956574
995	0.03407749008
996	0.03407440435
997	0.03407129153
998	0.03406893676
999	0.03406606326
